0,3,0.0204523385652144
0.01,3,0.0213407706266692
0.02,3,0.021608411026935
0.03,3,0.0194173884558612
0.04,3,-0.0134855227018913
0.05,3,0.0338799658728219
0.06,3,-0.0749066419893415
0.07,3,-0.0119672604884625
0.08,3,0.00576114629070965
0.09,3,0.0327409345554724
0.1,3,-0.00557299933316841
0.11,3,-0.00313690961636183
0.12,3,0.0152268263474714
0.13,3,0.0512041393936905
0.14,3,-0.0208432984177869
0.15,3,-0.00236321866905653
0.16,3,0.0121542008694006
0.17,3,0.0167194950414559
0.18,3,0.00714761639172581
0.19,3,0.0221840026647427
0.2,3,-0.0395460671653749
0.21,3,-0.00549831333181462
0.22,3,-0.0160210796018329
0.23,3,0.0304696038146815
0.24,3,0.00594361913366869
0.25,3,-0.0410108211132557
0.26,3,0.0168809033124022
0.27,3,0.00339842467113167
0.28,3,0.0163100762054077
0.29,3,-0.0205799161055003
0.3,3,-0.0306454478753976
0.31,3,0.0218249392565634
0.32,3,0.00149794740460004
0.33,3,-0.0115576115274902
0.34,3,-0.0386929857891084
0.35,3,-0.0293452314370327
0.36,3,0.0313352712651819
0.37,3,0.000680874667819211
0.38,3,-0.00921891357255083
0.39,3,-0.037618609543246
0.4,3,0.0234754732130581
0.41,3,-0.0394808183241596
0.42,3,0.00610605007700682
0.43,3,-0.0210570873470076
0.44,3,-0.00023627042008509
0.45,3,-0.0195260956095535
0.46,3,-0.0494016840719066
0.47,3,-0.0304285814105229
0.48,3,-0.034486762553952
0.49,3,0.0824139202449553
0.5,3,0.028692734036696
0.51,3,-0.0263357225910968
0.52,3,0.0491307970647426
0.53,3,0.0576784270228481
0.54,3,-0.0157387354074837
0.55,3,-0.0248718657492678
0.56,3,-0.0808739918791827
0.57,3,-0.00952667945358856
0.58,3,-0.0184460958774791
0.59,3,0.0536679230187589
0.6,3,-0.0260063948385043
0.61,3,0.0294013214885233
0.62,3,-0.0544278472855401
0.63,3,-0.0147547623783311
0.64,3,-0.014140804972576
0.65,3,0.00764193431561151
0.66,3,-0.00254791964890261
0.67,3,-0.0579706370555517
0.68,3,-0.0143602938953107
0.69,3,0.0048960289566225
0.7,3,-0.0484649408979479
0.71,3,0.0247850136311232
0.72,3,0.150599580630282
0.73,3,0.189938632616033
0.74,3,0.263045534260352
0.75,3,0.260549917692765
0.76,3,0.268572426483668
0.77,3,0.377145242326513
0.78,3,0.424184319104826
0.79,3,0.494174658742613
0.8,3,0.563860273149986
0.81,3,0.600214198071207
0.82,3,0.66143557122356
0.83,3,0.669564558142889
0.84,3,0.709758656370063
0.85,3,0.769205757912142
0.86,3,0.820504868690173
0.87,3,0.821496598681639
0.88,3,0.896626778938917
0.89,3,0.88448844020372
0.9,3,0.933094898448633
0.91,3,0.990691374243956
0.92,3,1.01811640051122
0.93,3,0.971018661702154
0.94,3,1.13081083087533
